name,price,unit,category,tokopedia_link,shopee_link,siplah_link,blibli_link,inaproc_link,spec
Radio Direction Finder,233995000,Unit,Alat Peraga - Kapal Penangkap Ikan,,,,,,"Untuk mengetahui arah dari kapal
yang dalam keadaan bahaya. Untuk menangkap gelombang radio yang
berisi pesan pesan penting yang tidak terganggu oleh sinyal radio lain Adds Radio Direction Finding Capability To Most Receivers RealTime TFT Polar Bearing Display For
Optimum Performance In Dynamic OF Environments Specifically Designed For
Radio Direction Finding In Motion 3-1 /2
Digit Numeric Bearing Display w/0.5
Degree Resolution AM/FM/CW /SSB
Demodulation Capability With
Builtin Loudspeaker Specifically Designed
For Radio Direction Finding In Motion
Simultaneous Radio Direction Finding
And Listen-Thru Capability Selectable
Bearing Integration Times Ultra-Fast
Response (down to 35 ms) For Reliable
Interception Of Short-Duration Signals Remote Control Capability With Windows
Software Thru Single Com Port"
Plant Transpiration Rate Meter,237500000,Unit,Alat Peraga - Perbenihan Tanaman,,,,,,"Digunakan untuk mengukur laju transpirasi. Parameter yang diukur : Transpiration rate, stomatal conductance, leaf temperature, PAR, air humidity
Leaf temperature range: 0-50°C
PAR range: 0-2500µmolm-2.s-1 Relative humidity range: 0-100%"
Drone Sprayer,255000000,Unit,Alat Peraga - Hortikultura,,,,,,"Digunakan untuk melakukan penyemprotan pupuk dan pestisida secara otomatis. Application : Liquid (pesticide, bio fertilizer, etc) sprayer Sensor : 3
Ultrasonic Range Finder Max Payload : approx. 24 Kg Radio Link Range : up to 8 km Battery Capacity: approx. 22.000 mah"
Roll ironing,255000000,Unit,Alat Peraga - Perhotelan,,,,,,"Untuk menyetrika Kain Linen Dengan Suhu panas Dari Rol Dan Belt. Capacity of linen: 1600mm
Source Pouter/ Heating :Electicity/ Gas/Combination Electricity and Gas
Voltage: 220V/ 380V Output capacity : approx.25kg/ hr"
Mesin Bordir Komputer 2 Kepala,265000000,Unit,Alat Peraga - Keahlian Tata Busana,,,,,," 1.     Head : 2 Head2.     Working Area: 400*500Mm3.     Needles : 12 Jarum4.     Speed : 1000Rpm5.     Computer : 10Inch6.     Spindle Motor : Servo Motor 7.     Hook : Japan Hook 8.     Functions : Bordir Topi , Bordi Baju , Flat Bordir9.     Screen : Touch Screen 10.   Color Change : Automatic Color Change 11.   Trim : Automatic Trimming 12.   Pattern Format : Dst Format 13.   Garments Working Area : 400X500Mm"
MESIN BORDIR KOMPUTER 2 KEPALA,265000000,Unit,Alat Peraga - Keahlian Tata Busana,,,,,," 1.     Head : 2 HEAD
2.     Working area: 400*500mm
3.     Needles : 12 JARUM
4.     Speed : 1000RPM
5.     Computer : 10INCH
6.     Spindle Motor :  Servo motor 
7.      Hook : JAPAN  hook 
8.     Functions : BORDIR TOPI , BORDI BAJU , FLAT BORDIR
9.     Screen : Touch screen 
10.   Color change : Automatic color change 
11.   Trim : Automatic trimming 
12.   Pattern format : DST format 
13.   garments working area : 400X500mm"
Analisis Telur Digital (Digital Egg Analyzer),269200000,Unit,Alat Peraga - Kesehatan Hewan,,,,,,"Untuk mengukur parameter kualitas telur. Measuring Haugh Unit, Egg'S Weight, Albumen Height And Yolk Color."
Digital egg Analyzer,269200000,Unit,Alat Peraga - Kesehatan Hewan,,,,,,"Untuk alat ukur parameter kualitas telur. Measuring Haugh Unit, Egg'S Weight,Albumen Height And Yolk Color."
CNC Router,277995000,Unit,Alat Peraga - Keahlian Kriya Kreatif Kayu dan Rotan,,,,,,"Untuk
membuat macam-maca m profil, sponing  kusen pintu  maupun
jendela  ,alur, dan meratakan pinggir  kayu   size:  1200mm  x 2400mm. Working area:  1200*2400mm, Spindle  speed:  24000R/Min, Control  system:  NC-studio(DSP Optional), Work  Speed: up  to 3000 mm/min, Max.  power  consumption  : approx. 3100 W, Driver  system:  Leadshine  stepper, Accuracy:  0.01 mm"
CNC Bubut Kayu,279000000,Unit,Alat Peraga - Keahlian Kriya Kreatif Kayu dan Rotan,,,,,,"Untuk
pengenalan dan  pelatihan pengerjaan benda  kerja
menggunakan mesin  bubut kayu  CNC      size: 300  x 1500mm
Spindle,  Power(optional): 4kw Max,  Feed  Speed: 35mm/ s Spindle,  Speed: 0-3500rpm. Accuracy:  0.001mm.  Control  System: DSP.  controllerSupport/CNC. Command: International  G, CodeSoftware:. Coreldraw,Artcam,Type3,Ucancam,Cax a,UG,Mastercam,AutoCADVoltage:380 V/50HC"
MESIN BORDIR KOMPUTER 2 KEPALA,285000000,Unit,Alat Peraga - Keahlian Tata Busana,,,,,," 1.     Head : 2 HEAD
2.     Working area: 400*500mm
3.     Needles : 15 JARUM
4.     Speed : 1000RPM
5.     Computer : 10INCH
6.     Spindle Motor :  Servo motor 
7.      Hook : JAPAN  hook 
8.     Functions : BORDIR TOPI , BORDI BAJU , FLAT BORDIR
9.     Screen : Touch screen 
10.   Color change : Automatic color change 
11.   Trim : Automatic trimming 
12.   Pattern format : DST format 
13.   garments working area : 400X500mm"
Direct To Garment Printer,287500000,Unit,Alat Peraga - Keahlian Tata Busana,,,,,,Untuk Printing Tekstil Print Head : Min. 2 Unit Resolution : Min. 720 X 720 Dpi Ink Color : Min. 5 Color
Chiller trainer,300000000,Unit,Alat Peraga - Perikanan Air Tawar,,,,,,"approx. power 1 / 10 HP, outflow min 1000 1/jam, volt
min 220 v"
Plant Photosynthesis Meter,317500000,Unit,Alat Peraga - Perbenihan Tanaman,,,,,,"Untuk mengukur rerata fotosintesis, kandungan CO2. Measuring / Testing :
- CO2
Measure range: 0-1500ppm
- Leaf temperature Measure range: 0-50°C
- Air temperature Measure range: 0-50°C
- PAR
Measure range: 0-2500 µmolm-2·s-1
- Relative humidity (chamber humidity)
Measure range: 0-100%"
Universal Milling Machine,317995000,Unit,Alat Peraga - Mek. Pertanian,,,,,,"Untuk mengenalkan dan memberi keterampilan membuat benda kerja menggunakan mesin frais manual. Standard Accessory:
Machine Light, Coolant System, Machine Vice, Dividing Head, Rotary table, Clamp Kit, Tools and Toolbox.
Spindle speed: up to 4500 rpm. Distance from spindle to table up to 400 mm;
Transverse travel approx. 300 mm;
Vertical travel approx. 400 mm; table size: min. 250 x 1250 mm; Longitudinal travel approx.
720mm;"
Textile Printer / Plotter,319995000,Unit,Alat Peraga - Keahlian Tata Busana,,,,,,"Print Plotter Pola Digital untuk Mencetak Pola Digital Dan Mencetak Grading Pola. Lebar Area Kerja Max 180 Cm,Ink Type : Sublimation Ink For Textile Nnozzles : 4*4 Color (Cmyk) Hp 45 / 2 Head,Speed 72 M2/ Jam Support Hpgl/ Pit File, Toleransi 0, 025Mm"
Steam Press Digital With Stand,365061000,Unit,Alat Peraga - Keahlian Tata Busana,,,,,,"Digunakan Untuk Mengepres, Melicinkan, Menyeterika Hasil Jahitan Dan Laundry. Driving Mode : Automatic Heating Model Of Upper And Lower Mould : SteamDriving Mode Of The Mould: Upper Mould And Lower Mould Automatic Steam Working Pressure: Approx. 0.4 - 0.5 Mpa Steam Consumption : Approx. 15 Kg/ HrInclude Steam Generator : Rated Power : Approx. Ac 220V/ 38Ov, 5Ohz Minimum Electricity Heating Power : 9 Kw Minimum Water Inlet Pump Power : 0.53Mw Maximum Designed Steam Pressure : 0. 5Mpa Minimum Rated Working Pressure0. 4 Mpa Minimum Output Capacity : 17 Kg/ Hr Minimum Water Capacity : 12 Kg"
Steam Press Digital With Stand,365061000,Unit,Alat Peraga - Perhotelan,,,,,,"Untuk Mengepres, Melicinkan, Menyeterika Hasil Laundry Steam WorkingPressure: Approx. 0.4 - 0. 5 Mpa, SteamConsumption: Approx. 15 Kg/Hr, IncludeSteam Generator: Voltage: 220 V / 380 V,Output Capacity: Min. 15 Kg/Hr, WaterCapacity: Min. 10 Kg"
Traktor Roda 4,387995000,Unit,Alat Peraga - Mek. Pertanian,,,,,,"Untuk mengolah tanah persiapan tanam:membajak lahan kering,memecah tanah dan
meratakan tanah. Minimal Configuration : Kecepatan: minimum 8 kecepatan maju dan 8 kecepatan mundur
Mesin penggerak: diesel minimum 2000 cc, 4 silinder Sistim kemudi: power steering"
Automatic Pasta Filling Machine,390995000,Unit,Alat Peraga - Olah Hasil  Ikan,,,,,,Material : Stainless Steel.Suit Bottleneck Diameter: 50Mm Filling Heads: 2/ 4/ 6/ 8 (Can Be Selected)Production Speed: 30-60 Pcs/ MinAir Pressure: 0.4 - 0. 6 Mpa Filling Range: 50-100 Ml/ 100-300Ml/ 3001Oooml/1000- 5000Ml Voltage: Ac220V Power: 0.Bkw
High speed automatic filling and packaging machine,545275000,Unit,Alat Peraga - Olah Hasil  Ikan,,,,,,"Power consumption : approx. 1.5 KW.(depend upon filling weight and size of packet),Feeding system volumetric cup filler, Packing speed : 30-65 bags I min Width : 20 -1 90 mmLength : 40 - 140 mmSealing type 3 sides I 4 sides Packing sizeVoltaqe : 220 VI 50 Hz"
Gyro Compass,739995000,Unit,Alat Peraga - Kapal Penangkap Ikan,,,,,,"Untuk menentukan arah dan haluan
kapal dengan tepat dan mengambil baringan suatu benda darat guna penentuan posisi kapal di laut. Life Of Gyrosphere: More Than 10000HMean Time Between Failures: More Than2000 HSettle Point Error: Not Exceed+0.75°XSeccpRepeatability Error Of Settle Point Headings: Not Exceed 0.25° X Seccp.Heading Error In Straight And UniformSailing: Not Exceed + 1 ° X Seccp.Error Due ToRapid Alteration Of Speed Of 20Knots:"
Circuit Board Engraving Machine,963500000,Unit,Alat Peraga - Teknik Audio Video,,,,,,"Sebagai  meja kerja dalam  pembuatan rangkaian elektronika.
Dilengkapi  dengan alat ukur dan alat bantu  kerja Minimal  Konfigurasi,  1 unit  power supply unit input  1 x approx.  100 - 230 V AC 50/60  Hz,
output  : 1 unit  Universal  patch panel,
1 set component  for electrical engineering/ electronics  contains all of the   components  for carrying out  basic tests for direct current  technology,
29  resistors  2W, 1 Unit  coil: approx.  100 mH, 7 Unit diodes:  lx  AAl 18, 6x
1N4007,
2 Unit  Zener  diodes:  lx  ZPD 3.3,  lx ZPD  10,
2  Unit  LEDs:  lx  blue,  lx  red/green, 1 Set bulb: approx.  12 V 62  mA,
1 Set  toggle  switch, 1 Set Diac:  DB3,
1 Set  mounted  transformer:  2  coils with  approx.  600  windings,
1 coil with  approx.  200 windings,
1 separable  core,
retainer  for transformer  core 6  Unit transistors:  lx  BC  140-16,  lx  BC 547B,  lx  BC  160-16,  lx  BC 140-16, lx  2N 3820,  lx  FET 2N  3819,  lx  2N
2647,  lx  BS 250  1 Unit  thyristor, 1 Unit  triac  1 Set compact  unit  of
Voltage  supplies and  squarewave generator  in one,
suitable for all tests on digital and control technology  1 set  components of digital  technology  contains all of
the   components for carrying out  basic tests on digital technology,
in  housings  compatible  with  the  19 mm safe  technology  plug system."
Ship Bridge Simulator,3300000000,Unit,Alat Peraga - Kapal Penangkap Ikan,,,,,,"Untuk pengenalan mengenai berbagai sistem navigasi pada anjungan kapal.
Compliant with DNV Certification Class
B Minimum Hardware Of Ship Bridgesimulator:- 1 Set Of Pc For Instructor- 2 Sets Of Server For Visualization System With 7 Unit Led Display Minimum 55"" Uhd / 4K (Represent Real225 Degree Of View)- 1 Set Of Pc For Radar Arpadisplay - 1 Set Of Pc For Ecdis Display.- 1 Set Of Pc For Gmdss Display- 1 Set Of Pc For Conning Display- 1 Set Of Pc For Navigational Aids Display.- 1 Set Of Pc For Overhead Nautical Instruments Panel Display With 3Units Monitor.- 1 Set Of Steering Console- 1 Set Of Sound Library- 1 Unit Of Printer- 1 Unit Of Networking System- 1 Set Of Cctv- 1 Set Of Instrument Console And Visual,Including: Mock Up Bridge / Console Andvisual Frame (Represent Real 225 Degree Ofview)- 1 Unit Of Chart Table- 1 Unit Of Fire Extinguisher Minimumsoftware Of Ship Bridge Simulator:- Instructor Software - Instructor Maindisplay Module- Gmdss Module- Radar Arpa Repeater Module- Enc Chart Module - Trainee Software- Visualization System Module- Radar Arpa Module- Ecdis Module- Gmdss Module- Conning Module- Navigational Aids Module- Overhead Nautical Instruments Panel Module"
Kapal Latih,5995000000,Unit,Alat Peraga - Kapal Penangkap Ikan,,,,,,"Untuk pengenalan kondisi kapal yang sebenarnya serta kondisi saat pelayaran
nyata. Minimal Ukuran Utama.Length Overall (Loa): 11,00 M; Breadth Overall (Boa): 2,60 M; Height Hull (H Hull): 1,00 M; Gross Tonage: 5 Gt;InteriorLining + Hull Outfit: 1 Set; Dash Board: 1 Set; Tempat Duduk Pilot: 1 Set;Engine Out BoardMesin Marine Engine 54 Hp +Remot: 1 Set;Ae 8 Kva: 1 Set;Manual Hydraulic Steering: 1 Set;Perlengkapan Navigasi Lampu - Lampu Navigasi: 1 Set; Horn: 1 Set;Radio Komunikasi Vhf: 1 Set; Gps Map: 1 Set;Fish Fender: 1 Set;Perlengkapan Tambat Dan LabuhTali Tambat Poly Propilin (Pp) 2 X20 M, 8 16 Mm: 40 Meter;Tali Jangkar 100 M, 8 18 Mm:100 Meter;Jangkar 15 Kg: 1 Buah;Bolder Stainless 2 Inchi: 1 Buah; Fender F2: 2 Buah;Cleat: 2 Buah; Perlengkapan KeselamatanLife Jacket Standar Solas: 10 Buah;Red Hand Flare: 2 Buah; Smoke Signal: 2 Buah; Parachute Signal: 2 Buah;Lain - LainAlat Tangkap Ikan: 1 Set Perahu Dan Sampan"
Demitase Spoon,0,Unit,Alat Peraga - Perhotelan,,,,,,Sendok Untuk Menyantap Kopi Atau Selai Bahan Dasar Stainless Steel
Dessert Fork,0,Unit,Alat Peraga - Perhotelan,,,,,,Garpu Untuk Menyantap Hidangan Pertama Atau Penutup Bahan Dasar Stainless Steel
Dessert Knife,0,Unit,Alat Peraga - Perhotelan,,,,,,Pisau Untuk Menyantap Hidangan Pertama Atau Penutup Bahan Dasar Stainless Steel
Dessert Plate,0,Unit,Alat Peraga - Perhotelan,,,,,,"Untuk Menyajikan Hidangan Appetizer Dan Dessert Diameter 18 Cm, Bahan Dasar Keramik"
Dessert Spoon,0,Unit,Alat Peraga - Perhotelan,,,,,,Sendok Untuk Menyantap Hidangan Penutup Bahan Dasar Stainless Steel
Dinner Fork,0,Unit,Alat Peraga - Perhotelan,,,,,,Garpu Ntuk MenyantapHidangan Utama Bahan Dasar Stainless Steel
Dinner Knife,0,Unit,Alat Peraga - Perhotelan,,,,,,Pisau Ntuk Menyantap Hidangan Utama Bahan Dasar Stainless Steel
Dinner Plate,0,Unit,Alat Peraga - Perhotelan,,,,,,Untuk Menyajikan Makanan Utama Diameter 26 Cm. Bahan Dasar Keramik
Dinner Spoon,0,Unit,Alat Peraga - Perhotelan,,,,,,Sendok UntukMenyantap Hidangan Utama Bahan Dasar Stainless Steel
Double Sheet,0,Unit,Alat Peraga - Perhotelan,,,,,,seprai untuk kasur Damn.' Microtex 9Ogs Rrt Burun: 280 X 280 Cm Warna: Putili
Dressing Table 8S Chair,0,Unit,Alat Peraga - Perhotelan,,,,,,"Untuk Tempat Berias Terbuat Dart KayuKombinnsiKaca Tinygt 1 60 Cm,Pnnyanp 1 25Meter Lebar S! Cm Terdapat Lnci Penyimpatian Dilengkapi Dengan Kursi Standar"
Egg Dish,0,Unit,Alat Peraga - Perhotelan,,,,,,Untuk Menghidangkan Telur Rebus Bahan Dasar Keramik
Fish Cool Box,0,Unit,Alat Peraga - Perikanan Air Tawar,,,,,,"approx. dimensi: 840 x 530 x 520 mm Minimal kapasitas:
210 liter"
Fish Kinfe,0,Unit,Alat Peraga - Perhotelan,,,,,,Pisau UntukMenyantap Hidangan Ikan Bahan Dasar Stainless Steel
Flower Vase,0,Unit,Alat Peraga - Perhotelan,,,,,,Untuk Meletakari Bunga Bahan Dasar Keramik
Gelas Ukur,0,Unit,Alat Peraga - Perikanan Air Tawar,,,,,,1 Set Glass Beaker Lab Glassware Borosilicate Glass Borosilicate Glass Transparent Durable Quality
Gratuitis tray,0,Unit,Alat Peraga - Perhotelan,,,,,,"Untuk Tempat Tips Ukuran P: 30 Cm, Lebar 10Cm, Tinggi 3 Cm"
Haemocytometer,0,Unit,Alat Peraga - Perbenihan Tanaman,,,,,,"Menghitung jumlah bakteri dan
fitoplankton Haemocytometer,
MFG : Superior Germany2 Type : superior"
Hot Food Cover,0,Unit,Alat Peraga - Perhotelan,,,,,,Alat Untuk Menutup Makanan Pada PenyajiamRoom Service Bahan Dasar Silverware/ Stainless Steel
Huhate,0,Unit,Alat Peraga - Kapal Penangkap Ikan,,,,,,"Digunakan untuk penangkapan ikan menangkap ikan
jenis ikan cakalang Joran tali
umpan buatan"
Ice Cream Spoon,0,Unit,Alat Peraga - Perhotelan,,,,,,Sendok Untuk Makan Es Cream Bahan Dasar Stainless Steel
Ice Tea Glass,0,Unit,Alat Peraga - Perhotelan,,,,,,Gelas Untuk Menyajikan Es Teh Bahan Dasarkaca
Jaring lnsang,0,Unit,Alat Peraga - Kapal Penangkap Ikan,,,,,,"Digunakan untuk penangkapan ikan - Webbing terbuat dari Polivinyl Alkohol (PA) Monofilamen atau PA Multifilamen
- Pelampung
- Pemberat dari Timah
- Tali Ris atas dan tali ris bawah berbahan Poly Ethylen (PE) ukuran menyesuaikan
- Tali Pelampung dan tali pemberat berbahan Poly Ethylen (PE) ukuran
menyesuaikan"
Juice Glass,0,Unit,Alat Peraga - Perhotelan,,,,,,Gelas Untuk Menyajikan Jus Bahan Dasar Kaca
Key Encoder Machine,0,Unit,Alat Peraga - Perhotelan,,,,,,Untuk Memprogram Kunci Kamar Jenis Kartu M1 Atau13.56Mhz Komunikasi Jarak Induktif Usb
Kotak pendingin,0,Unit,Alat Peraga - Perikanan Air Tawar,,,,,,"Kapasitas approx. 30 liter Cooler Box 35 S (33 Litres) Product Description Dim: 500 x 318 x H 390 mm Qty/Ctn: 2
pcs Ctn Dim: 700 x 540 x 440 mm Vol/Gw: 0.168 m3 /
13.20 kg"
Laboratory band saw,0,Unit,Alat Peraga - Keahlian Kriya Kreatif Kayu dan Rotan,,,,,,"Untuk menggergaji kayu  secara
vertical skala laboratorium Max.  workpiece  width:  300mm, Max.  workpiece  thickness:  180mm,
Main  motor: approx.  600  W, Voltage:
220V/50Hz"
Lcd Tv,0,Unit,Alat Peraga - Perhotelan,,,,,,"Untuk Menampilkan Gambar Sebagai Presentasi, Dan Hiburan Digital, Min. 32 Inch"
Lemari Pendingin (Refrigerator),0,Unit,Alat Peraga - Perhotelan,,,,,,Digunakan Untuk Menyimpan Benda Yang Membutuhkan Suhu Dingin Dalam Penyimpanannya(2—8°C). Capacity (Liter) : Min. 300 Input Power/ Average Power (W): Approx. 215 WTemperature (°C): 2-8 Degree
Lemari Display Lattn,0,Unit,Alat Peraga - Perhotelan,,,,,,"Untuk Menerima Orderan Jawa Iaundy Dari Tempat Dikurnpulkannya Hasil Pencucian Yang Wrap Dinntnr Ke Pe/Angyan Terbuat Dari Kayu, DimmerKotn/C 40 X40 Cm, Dtmensi Lemariez 0 X220, MejaTimbartgnn Dun Meja OrderLaund R"
Long Spoon,0,Unit,Alat Peraga - Perhotelan,,,,,,Sendok Es The Atau Jus Bahan Dasar Stainless Steel
Lugage Rack,0,Unit,Alat Peraga - Perhotelan,,,,,,"Untuk Menaruh Barang Tamu Hotel Terbuat Dari Kayu Strip Metal Tinggi 75 Cm,Panjang 125 Meter Lebar 55 Cm"
Meja Televisi,0,Unit,Alat Peraga - Perhotelan,,,,,,"Untuk Tempat Tv Bahan Kayu, Dimensi Keseluruhan 150 Cm X 50Cm X 65 Cm."
Mesin Amplas Vertikal,0,Unit,Alat Peraga - Keahlian Kriya Kreatif Kayu dan Rotan,,,,,,"Menghaluskan
permukaan kayu Power  1/4   -  7.5  Hp"
Mesin Gergaji Chain Saw,0,Unit,Alat Peraga - Keahlian Kriya Kreatif Kayu dan Rotan,,,,,,"Untuk memotong  dan membelah kayu  besar Mesin:  2 tak,
isi silinder:  105,7 cc, Kekuatan  mesin: 4,8 kw, berat  mesin:  10,7 kg, Panjang Bar: 36,  kecepatan:  7.500  rpm"
Mesin Gergaji Mitter Saw,0,Unit,Alat Peraga - Keahlian Kriya Kreatif Kayu dan Rotan,,,,,,"Untuk memotong Power:  1650w, Tegangan:  230/ /60  Hz, diameter  pisau  10 inch,  RPM: 4600, dimensi:  8""x4""x2 l"""
Mesin Gergaji Slading Saw,0,Unit,Alat Peraga - Keahlian Kriya Kreatif Kayu dan Rotan,,,,,,"Untuk memotong kayu Pemotongan  maks tebal 87mm,
pemotongan  miring  hingga47drajat, daya:  1800watt, diameter  254mm/ 10"", Kecpt:4700rpm, dimensi:620x560x87mm"
Mesin Jahit,0,Unit,Alat Peraga - Keahlian Kriya Kreatif Kayu dan Rotan,,,,,,"Menjahit  kain jok kursi Jarum  1, kecepatan  dapat diatur, kecepatan  :4500spm, Maks  tebal  kain 10mm,  jahitan  dapat diatur  hingga
5mm"
Mesin Laser Cutting,0,Unit,Alat Peraga - Keahlian Kriya Kreatif Kayu dan Rotan,,,,,,"Untuk memotong  plat logam  non logam  dan gravir dengan program
komputer. Laser cut  power  approx.  500 watt;
Work  area approx.  min  1000x2000 mm."
Mesin Laser Marker,0,Unit,Alat Peraga - Keahlian Kriya Kreatif Kayu dan Rotan,,,,,,"Untuk memotong  plat logam  non logam  dan gravir dengan program
komputer. Laser cut  power  approx.  500  watt;
Work area approx.  min  1000x2000 mm."
Milk Jug,0,Unit,Alat Peraga - Perhotelan,,,,,,Poci Kecil Untuk Menyajikan Susu Bahan Dasar Keramik
Milk Shake Glass,0,Unit,Alat Peraga - Perhotelan,,,,,,Gelas Untuk Menyajikan Milk Shake Bahan Dasar Kaca
Mist blower,0,Unit,Alat Peraga - Perbenihan Tanaman,,,,,,"Alat untuk menyemprot hama -Engine Type: 4 Tak, Singel Silinder
-Power: 2,3Kw
-Kapasitas Tangki Kimia: 14 Liter
-Kapasitas Tangki Bahan Bakar: 0,75 Liter
-Rotasi: 7000 rpm
-Chemical Spray : 5 L/Mnt
- Rage : 15 Meter
-Ignition Sytem : CDI
-Net Weight: 11,5 Kg"
Mistar Segitiga Pelayaran,0,Unit,Alat Peraga - Kapal Penangkap Ikan,,,,,,"Digunakan untuk melukis garis haluan dipeta , menarik garis dari posisi yang satu ke
posisi yang lain Terbuat Dari Bahan Plastik/ Akrilik,Ukuran 200-300 M"
Moulton,0,Unit,Alat Peraga - Perhotelan,,,,,,Untuk Alat Meja Hidang Bahan Planel Ukuran
Nite Lamp,0,Unit,Alat Peraga - Perhotelan,,,,,,"Untuk Penerangan Kamar Day A Max. : 1To Watt, Material : Pofyresin, Fabri"
Oven Analitik,0,Unit,Alat Peraga - Olah Hasil  Ikan,,,,,,"Set temperature range : min. 5°C aboveambient up to +30G°C Temperature : 1 Ptl 00 sensor DIN class Ain 4-wire-circuitLanguage setting : German, English,Spanish, French, Polish, Czech, Hungarian Control COCKPIT: Single DISPLAY.Adaptive multifunctional digital?ID-microprocessor controller with highdefinitionTFT-colour displayTimer : Digital backwards counter with target time setting, adjustable from 1 minute to 99 daysFunction SetpointWAIT: The process timedoes not start until the set temperature isreached.Calibration : Three freely selectable temperature valuesAdjustable parameters :Temperature (Celsius or Fahrenheit), air flap position, programme time, time zones, summertime/ wintertime Fresh air admixture: Adjustment of pre Convection: Natural convection heated fresh air admixture by air flap control in 1 0 % stepsVent: connection with restrictor flap Standard equipment:Internals : 1 stainless steel grid(s), electropolishedWorks calibration certificate : Calibration at +160""CDoor : Fully insulated stainless steel door with 2-point locking (compressiondoor lock) Stainless steel interiorInterior : Easy-to-clean interior, made of stainless steel, reinforced by deepdrawn ribbing with integrated and protected large-area heating on four sidesVolume : 53 liter)"
Oyster Fork,0,Unit,Alat Peraga - Perhotelan,,,,,,Garpu Untuk Menyungkit Saus Tiram Bahan Dasar Stainless Steel
Packing machine,0,Unit,Alat Peraga - Perhotelan,,,,,,"T/Ntu/C Inengeinaz Produk Barang Pover : Approx. 22Ov To/ 6Ohz2. 4K:W Packing Speed : 40—33Obag/ Min, Products High : Max. 3!Smm,Bag Tvidtfi : 3O—1 1Omm BagLenyth : 65—28Omm"
Papper Shader,0,Unit,Alat Peraga - Perhotelan,,,,,,Untuk Menyimpan Lada Bahan dasar Keramik
PH meter,0,Unit,Alat Peraga - Perbenihan Tanaman,,,,,,"Untuk mengukur derajat keasaman pH suatu larutan (tergolong asam, basa, atau netral) pH Range: -2.0 to 16.0 pH
Temp.Range: -5.0 to 60.0 °C pH Resolution: 0.1 pH Temp. Resolution: 0.1 °C Accuracy: ± 0.1 pH, ±0.5°C"
Pillow,0,Unit,Alat Peraga - Perhotelan,,,,,,"Untuk Pengganjal Kepala Bahan : Polyester, Ukuran :67X45Untuk Bantal 80X25 UntukGulirig"
Piltom Case,0,Unit,Alat Peraga - Perhotelan,,,,,,"Untuk SarungBantaf !Sox7O Cm, Putih, Cvc 2Ootc"
Pisau Bedah,0,Unit,Alat Peraga - Perikanan Air Tawar,,,,,,"Filleting, Slicing, Deboning, Cutting, Sharpening"
Printer A3 Warna,0,Unit,Aksesoris Pendukung Komputer,,,,,,"Untuk  mencetak pada kertas A3 Ozzle  Configuration  400  x 2 nozzles Black,  128  x 2  nozzles  per  colour
Print  Direction  Bi-directional printing,  Uni-directional printing
Maximum  Resolution  approx.  4800 x 2400dpi
Print Speed:± 32 ppm/20  ppm Simplex:  Up  to  18ipm  /   lOipm,
Duplex:  8. 7ipm  /  6.0ipm
ISO  24734.2,  A3  (Black/Colour) Simplex:  Up to  l0ipm  /  5.0ipm,
Duplex:  6.0ipm  /  3.7ipm
Photo  Default  -  10xl5cm/4x6*2#3 Approx.  42  sec  per  photo  (Border)  /
52  sec  per  photo  (Borderless)"
Printer A4,0,Unit,Alat Peraga - Teknik Audio Video,,,,,,"Untuk  mencetak pada  kertas A4 Print speed  up  to 33  ppm
Print  resolution  up  to 5760 dpi x 1440 dpi
Dimensi  472  x 130  x 222  mm
(WxHxD)"
Punch Glass,0,Unit,Alat Peraga - Perhotelan,,,,,,Gelas Untuk Menyajikan Punch Bahan Dasar Kaca
"Queen SizeBed, Double",0,Unit,Alat Peraga - Perhotelan,,,,,,"Untuk AlasBerbaring Ukuran Bed 18O Cm X 200 Cm, HeadBoard {Snndnrnn Kepala} Busa Lapis Knin, Dirnn Knpii Dilapisi Bahnn Latex, Tebal Matras 30 Cm , Matras Amen{Foam} Dun Sprinp Besi"
Rawai Tuna,0,Unit,Alat Peraga - Kapal Penangkap Ikan,,,,,,"Digunakan untuk praktik perakitan rawai tuna tali utama (main line) tali cabang (branch line) terdiri dari
kuralon 3m, senar no 120 (panjang menyesuaikan) sekiyama
snap
leter U/ aimata log tip/ press kanseki spring amor spring kili-kili
mata pancing"
Reception Counter,0,Unit,Alat Peraga - Perhotelan,,,,,,"Meja Resepsionis Terbuat Dari Kayu Sejenis Jati Dengan Permukaan Counter Porselin, Tinggi 135 Cm, Panjang 200 Cm DanTebal 50 Cm, Model Custom"
Round Platter,0,Unit,Alat Peraga - Perhotelan,,,,,,"Piring Untuk Menyajikan Hidangan Dalam Jumlah Besar Dalam Pelayanan Ala Rusia, Prancis Atau Buffet Bentuk OvalBahan Dasar Silverware / Stainless Steel"
Round Table,0,Unit,Alat Peraga - Perhotelan,,,,,,Meja Yang Digunakan Untuk 4 Orang Ukuran Dg Diameter Min 120 Cm
Round Tray,0,Unit,Alat Peraga - Perhotelan,,,,,,Baki Untuk Membawa Glass Bahan Dasar Raber/ Kayu
Safe Deposit Box,0,Unit,Alat Peraga - Perhotelan,,,,,,"Untuk Menyimpan Barang Berharga Terbuat Dari Pelat Baja Setebal 3 Mm, Daun Pintu LockerTebal Total L L Mm, TerdiriDari Pelat Baja Solid. Sistem Penguncian"
Salt Shaker,0,Unit,Alat Peraga - Perhotelan,,,,,,Untuk Menyimpan Garam Dan Lada Bahan Dasar Keramik
